"","LotFrontage","LotArea","MasVnrArea","GrLivArea","BedroomAbvGr","KitchenAbvGr","Fireplaces","GarageCars","WoodDeckSF","TotBathrooms","Age","HouseQC","TotalSqFeet","TotalPorchSF","PricePerSF"
"1242",4.43081679884331,9.19522673416613,0,7.43248380791712,3,0.693147180559945,0,3,0,2,0,7.4,7.43248380791712,4.04305126783455,4.99739227772469
"1244",4.68213122712422,9.53906841386396,0,7.63867982387611,2,0.693147180559945,1,3,5.37989735354046,3.5,0,8.2,8.14989054440242,5.4380793089232,4.90760853170958
"1245",4.26267987704132,9.3445215534422,0,7.32514895795557,3,0.693147180559945,2,2,0,1,56,7.4,7.32514895795557,0,5.02791860458901
"1247",4.18965474202643,9.00282407654767,0,7.34858753092759,3,0.693147180559945,0,2,0,2.5,0,7.2,7.34858753092759,3.8286413964891,4.79653529382648
"1248",4.31748811353631,9.41970948986855,5.8171111599632,6.94215670569947,3,0.693147180559945,0,3,0,2,34,6.6,7.36137542897735,0,4.69144119573343
"1249",4.11087386417331,9.16962253869762,0,7.62997570702779,3,0.693147180559945,1,2,0,1.5,58,6.6,7.77401507725073,5.56068163101553,4.01603048161405
"1250",4.11087386417331,8.88197518424887,0,6.89669433162271,3,0.693147180559945,0,1,0,1,57,6.8,7.38956395367764,4.39444915467244,4.3114377082509
"1251",4.54329478227,9.32018083765571,0,7.65491704784832,3,0.693147180559945,2,2,0,3.5,42,7.2,8.06337782236703,0,4.35478895543854
"1252",4.53259949315326,8.05102220819068,5.0998664278242,7.24850407237061,2,0.693147180559945,1,2,5.00394630594546,2,3,7.2,7.24850407237061,3.61091791264422,4.8141498443423
"1253",4.14313472639153,9.19614002257504,0,6.77422388635761,3,0.693147180559945,0,1,3.52636052461616,2,41,6.6,7.23345541862144,0,4.55314647583978
"1254",4.39444915467244,9.77241028892919,0,7.68156036255954,3,0.693147180559945,2,2,5.39816270151775,3.5,4,7.6,8.10892415597534,3.87120101090789,4.4939511005723
"1255",4.11087386417331,8.8439036508355,4.53259949315326,7.41276401742656,3,0.693147180559945,1,2,5.18738580584075,2.5,4,7.2,7.41276401742656,4.85981240436167,4.61392402958469
"1256",3.97029191355212,8.73889570493404,0,7.2211050981825,3,0.693147180559945,1,1,0,1,57,6.8,7.49164547360513,4.79579054559674,4.27874109769455
"1257",4.52178857704904,9.5682944974133,6.31896811374643,7.59488438721652,2,0.693147180559945,1,2,5.57215403217776,3,14,7.4,8.10228362448007,3.61091791264422,4.52543365177595
"1258",4.04305126783455,8.3091845276863,0,6.76272950693188,2,0.693147180559945,0,0,0,1,59,7,6.76272950693188,4.57471097850338,4.75896365916751
"1259",4.0943445622221,9.16826759555427,5.20948615284142,7.06219163228656,2,0.693147180559945,0,2,5.36129216570943,3,3,7.2,7.5076900778199,0,4.65717684476147
"1260",4.18965474202643,9.18512512283512,0,6.96129604591017,3,0.693147180559945,0,2,5.19849703126583,2.5,39,7.2,7.64730883235624,4.39444915467244,4.29197599937549
"1261",4.17438726989564,10.1138700265477,0,7.42416528104203,3,0.693147180559945,1,2,0,2.5,10,6.6,7.42416528104203,4.64439089914137,4.69189545240025
"1262",4.39444915467244,9.16962253869762,0,6.95749737087695,2,0.693147180559945,0,1,0,1,53,6.6,7.34923082461333,0,4.43018842225649
"1263",4.40060302024682,9.32821229257107,0,7.48941208350872,5,0.693147180559945,2,1,4.79579054559674,2,20,5.91428571428571,7.48941208350872,0,4.51441783614042
"1264",4.11087386417331,9.51162944783418,0,7.50933526601659,3,0.693147180559945,1,2,0,1,57,6.8,7.50933526601659,4.84418708645859,4.60475343249175
"1266",3.58351893845611,8.22577079934873,5.3890717298165,7.28138566357028,3,0.693147180559945,0,2,0,3.5,7,7.2,7.55118686729615,3.55534806148941,4.58177562646125
"1267",4.11087386417331,9.2223677521889,0,7.54433210805369,4,1.09861228866811,1,1,0,1.5,57,6.2,7.54433210805369,5.57972982598622,4.18333841489921
"1268",4.49980967033027,9.48910782703839,0,7.61035761831284,3,0.693147180559945,1,3,4.97673374242057,2,1,8,7.61035761831284,4.34380542185368,5.23942656042751
"1269",4.26267987704132,9.55400099583723,6.45047042214418,8.14554963178358,4,0.693147180559945,2,3,5.75257263882563,3.5,11,8.2,8.19973896063079,2.56494935746154,4.66059631343978
"1270",4.36944785246702,9.33653239721394,5.19849703126583,7.32974968904151,3,0.693147180559945,0,1,0,1.5,49,6.4,7.59337419312129,0,4.29838201779924
"1271",4.40060302024682,10.068832485123,0,7.32974968904151,0,0.693147180559945,1,2,5.59471137960184,2.5,31,7.4,7.93128476152589,0,4.54815469761276
"1272",4.39444915467244,9.12227389310773,0,7.30653139893951,3,0.693147180559945,1,2,0,2,41,7,7.30653139893951,0,4.83428112197658
"1273",4.29045944114839,9.51244296708919,4.74493212836325,6.84161547647759,3,0.693147180559945,0,1,5.19849703126583,2,41,6.6,7.53422832627409,0,4.30759981284479
"1274",4.8283137373023,9.35123211067366,4.44265125649032,7.21376830811864,2,0.693147180559945,1,1,0,2,2,7,7.63867982387611,5.0998664278242,4.45736733143369
"1275",3.98898404656427,8.58727879898293,0,7.13169851046691,3,0.693147180559945,1,2,5.49306144334055,2,4,6.6,7.13169851046691,4.40671924726425,4.7202829930886
"1276",4.56434819146784,9.33662053788651,6.34212141872115,7.56060116276856,4,1.09861228866811,0,2,0,2,57,6.4,7.66902828858968,0,4.17467479146173
"1277",4.39444915467244,9.4678467019179,0,7.24136628332232,3,0.693147180559945,1,2,5.68697535633982,2,37,6.8,7.59538727885397,4.76217393479776,4.412664146181
"1278",4.39444915467244,9.79099052130898,5.88610403145016,7.45298232946546,3,0.693147180559945,1,2,0,2.5,33,6.6,7.72001794043224,0,4.48725836761683
"1279",4.33073334028633,9.1563064834837,0,7.61677580869837,3,0.693147180559945,1,2,0,3.5,6,7.4,7.95014988765202,5.35658627467201,4.43790924972578
"1281",4.21950770517611,9.19105561056432,4.70953020131233,7.36137542897735,3,0.693147180559945,0,2,0,3,7,7.2,7.76726399675731,4.29045944114839,4.57621192342038
"1282",3.93182563272433,8.99342737041261,4.00733318523247,7.20042489294496,2,0.693147180559945,1,2,0,3,16,6.8,7.78030308790837,5.00394630594546,4.33402838094086
"1283",4.12713438504509,9.08262063037381,0,6.94793706861497,3,0.693147180559945,0,2,0,2,1,6.8,7.44833386089748,5.66642668811243,4.48530456367233
"1284",4.55387689160054,9.14857134557855,0,7.50933526601659,4,1.09861228866811,0,0,4.85981240436167,3,39,6.6,7.50933526601659,0,4.34647899209153
"1285",3.93182563272433,9.17357264778397,0,7.80302664363222,4,0.693147180559945,1,1,5.60947179518496,2,20,6.71428571428571,7.80302664363222,5.06890420222023,4.24941139648253
"1286",3.93182563272433,8.69968140098951,0,7.25347038268453,4,0.693147180559945,1,1,3.8286413964891,1,59,6.4,7.25347038268453,0,4.55217572872927
"1287",4.39444915467244,9.18921887535407,6.11368217983223,7.19218205871325,3,0.693147180559945,2,2,0,2.5,47,6.6,7.59034694560257,3.29583686600433,4.29449577357085
"1288",4.40060302024682,10.5050949364556,6.43294009273918,7.36707705988101,4,0.693147180559945,0,2,5.12989871492307,2.5,42,6.8,7.78113850984502,5.29330482472449,4.38657974557838
"1289",3.71357206670431,8.64206217346211,0,7.41457288135059,2,0.693147180559945,1,2,5.36129216570943,3,9,7.4,7.94378269245863,4.0943445622221,4.60203072273541
"1290",4.46590811865458,9.31163262345805,6.67076632084587,7.58629630715272,3,0.693147180559945,1,3,5.18178355029209,2.5,0,7.4,7.58629630715272,4.31748811353631,4.96730734220706
"1291",4.30406509320417,9.55485163741401,4.46590811865458,7.05012252026906,3,0.693147180559945,1,2,5.42934562895444,2,46,6.8,7.68109900153636,0,4.43477720005941
"1292",3.09104245335832,7.42714413340862,5.59471137960184,7.17242457712485,3,0.693147180559945,0,1,5.2257466737132,2.5,37,6.8,7.3356339819272,0,4.36883663579647
"1293",4.11087386417331,8.79497643168877,0,7.77191025643576,4,1.09861228866811,0,1,0,2,44,5.91428571428571,7.77191025643576,5.66296048013595,3.83558257074284
"1294",4.36944785246702,9.224341891612,0,7.41758040241454,4,0.693147180559945,1,2,0,2.5,30,6.8,7.52779398772144,5.66296048013595,4.4849770902339
"1295",4.11087386417331,9.00859131751613,0,6.76272950693188,2,0.693147180559945,0,2,0,2,16,6.8,6.93925394604151,0,4.72332819174824
"1296",4.26267987704132,9.03610602536485,5.12989871492307,6.95939851213398,3,0.693147180559945,0,1,5.87773578177964,2.5,38,6.4,7.63482067774554,0,4.21910940080941
"1297",4.39444915467244,9.07119324056602,5.00394630594546,7.02908756414966,3,0.693147180559945,0,2,5.26269018890489,3,45,7,7.5522372875608,4.969813299576,4.41167721699004
"1298",3.58351893845611,8.20958048347558,4.4188406077966,6.9782137426307,2,0.693147180559945,0,2,0,3,0,6.6,7.39018142822643,3.80666248977032,4.47133167835364
"1299",5.74939298590825,11.064886829303,6.68085467879022,8.63817111796914,3,0.693147180559945,3,2,5.37063802812766,4.5,0,8.2,9.33140689995563,5.68017260901707,2.71977165448058
"1300",4.33073334028633,8.92279162396964,0,7.12849594568004,3,0.693147180559945,0,1,5.3890717298165,2.5,16,6.8,7.82124208352356,0,4.13991928953756
"1301",4.17438726989564,9.2838696052643,5.84354441703136,7.59287028784482,3,0.693147180559945,1,2,0,2.5,10,7.2,7.89282552625112,0,4.4432311933286
"1302",4.26267987704132,8.92279162396964,0,7.30988148582479,3,0.693147180559945,2,1,0,1,59,7,7.62168499872461,5.41610040220442,4.47696371027479
"1303",4.53259949315326,9.2223677521889,5.97126183979046,7.83478810738819,4,0.693147180559945,1,3,5.73657229747919,3.5,12,7.4,8.09162741160107,4.36944785246702,4.49751405245173
"1304",4.30406509320417,9.06981313683921,5.43372200355424,7.38832785957711,3,0.693147180559945,0,3,5.34233425196481,2,1,7.2,7.38832785957711,4.0943445622221,4.9737247816603
"1305",3.49650756146648,8.12088602109284,4.77068462446567,7.44366368311559,3,0.693147180559945,0,2,0,2,2,6.05714285714286,7.44366368311559,3.71357206670431,4.34526425565342
"1306",4.69134788222914,9.48600046920064,5.70711026474888,7.41034709782102,2,0.693147180559945,2,2,6.00388706710654,3,2,7.6,8.07868822922987,4.63472898822964,4.62307347748062
"1307",3.89182029811063,8.84735987547417,4.55387689160054,7.22183582528845,2,0.693147180559945,1,2,4.89034912822175,2,0,7.2,7.22183582528845,3.58351893845611,5.00412290638742
"1308",4.11087386417331,8.99628043939502,0,6.89871453432999,3,0.693147180559945,0,2,0,2,14,6.8,7.4599147662411,4.17438726989564,4.38817131188793
"1309",4.61512051684126,9.39274525863144,0,7.02375895473844,2,0.693147180559945,0,2,0,2,3,6.8,7.53636393840451,3.61091791264422,4.37502512679217
"1310",4.21950770517611,8.87542691981896,4.48863636973214,7.16626597413364,3,0.693147180559945,0,2,4.72738781871234,3,17,6.6,7.82204400818562,3.95124371858143,4.28843610613511
"1311",4.61512051684126,9.77001330113616,0,7.55118686729615,3,0.693147180559945,2,2,0,3,8,8.2,8.10440130792161,5.91350300563827,4.62761294599563
"1312",4.23410650459726,9.08421009483197,4.39444915467244,7.15070145759253,3,0.693147180559945,0,2,5.57972982598622,3,0,7.2,7.69621263934641,4.59511985013459,4.53597752841777
"1313",4.49980967033027,9.16670191494635,5.82008293035236,7.94129557090653,4,0.693147180559945,1,2,6.21660610108486,2.5,17,7.4,8.09955428237636,0,4.52977341284865
"1314",4.69134788222914,9.6006918422743,5.11198778835654,7.86326672400957,4,0.693147180559945,1,3,6.50578406012823,2.5,11,7.6,7.86326672400957,3.43398720448515,4.86129071137358
"1315",4.11087386417331,9.0107912695156,0,6.85540879860993,3,0.693147180559945,1,1,0,2,53,6.4,7.42714413340862,3.61091791264422,4.27434862087569
"1316",4.45434729625351,9.31253588429085,0,7.65586401761606,4,0.693147180559945,2,2,5.63835466933375,2.5,39,6.6,7.96866570046623,0,4.285533275965
"1317",4.12713438504509,9.23278656080601,5.6021188208797,7.39694860262101,3,0.693147180559945,1,3,5.15329159449778,3,1,7.4,7.39694860262101,3.76120011569356,5.20556617966528
"1318",3.87120101090789,8.35019365072007,0,7.21007962817079,2,0.693147180559945,1,2,0,2,0,7.2,7.21007962817079,5.48893772615669,5.04672183367218
"1319",4.26267987704132,9.60116550334483,5.18738580584075,7.48885295573346,3,0.693147180559945,1,3,5.29330482472449,2,4,7.4,7.48885295573346,5.01727983681492,5.0427100211454
"1320",4.33073334028633,9.23171039771237,4.89034912822175,6.85540879860993,3,0.693147180559945,0,1,0,1,53,6.2,7.27309259599952,0,4.35777663245042
"1321",4.26267987704132,9.03610602536485,0,7.2991214627108,3,0.693147180559945,2,2,4.74493212836325,2.5,52,6.2,7.75319426988434,5.37989735354046,4.22281232581901
"1322",3.95124371858143,8.79905837854645,0,6.58063913728495,2,0.693147180559945,0,1,0,1,58,6.2,6.58063913728495,0,4.62197267466413
"1323",4.68213122712422,9.22886767659007,0,7.56216163122565,3,0.693147180559945,1,2,5.48479693349065,3.5,18,7.2,7.86249719723055,3.68887945411394,4.30624299023811
"1324",3.93182563272433,8.58129411682276,0,6.56385552653213,2,0.693147180559945,0,0,5.10594547390058,1,59,6.2,6.89669433162271,0,4.43677549018859
"1325",4.33073334028633,9.20903952624314,6.06145691892802,7.49331724886215,2,0.693147180559945,1,3,0,2,0,7.4,7.49331724886215,3.91202300542815,4.41756449774365
"1326",3.71357206670431,8.19891444498699,0,6.68085467879022,2,0.693147180559945,0,0,0,1,58,6,6.68085467879022,4.61512051684126,4.24985827536774
"1327",4.26267987704132,8.35960327084147,0,6.65286302935335,3,0.693147180559945,0,0,0,1,1,6.2,7.18462915271731,5.65948221575962,4.10987831915468
"1328",4.11087386417331,8.79497643168877,0,6.70563909486,3,0.693147180559945,1,1,0,1.5,0,8,7.2848209125686,0,4.50609658472702
"1329",4.11087386417331,9.25349564229011,0,7.93487156594518,5,0.693147180559945,2,2,0,2,58,6.94285714285714,8.09742629859721,6.93537044601511,4.36856119088233
"1330",4.15888308335967,9.11437998083027,0,7.39817409297047,3,0.693147180559945,1,2,0,2.5,8,6.8,7.39817409297047,3.36729582998647,4.69271859195446
"1331",4.45434729625351,9.21044036697652,6.01859321449623,7.37086016653672,3,0.693147180559945,1,3,4.97673374242057,2,1,7.4,7.37086016653672,3.8286413964891,4.96944589371962
"1332",4.02535169073515,9.28554060453912,0,6.86171134048073,3,0.693147180559945,0,2,0,1,30,6.4,7.27100853828099,0,4.53481193304548
"1333",4.21950770517611,9.09133158539398,0,6.70563909486,2,0.693147180559945,1,1,0,2,51,6.4,7.3178761986265,0,4.21066078065751
"1334",4.11087386417331,8.88197518424887,0,7.21597500265147,2,0.693147180559945,0,1,0,1.5,11,6.6,7.21597500265147,5.54517744447956,4.53559941645779
"1335",3.2188758248682,7.77022320415879,5.74620319054015,7.21964204013074,3,0.693147180559945,0,2,0,1.5,39,6.02857142857143,7.66434663209862,3.61091791264422,4.0890882052407
"1336",4.39444915467244,9.17481681590714,5.88887795833288,7.19668657083435,2,0.693147180559945,1,2,0,2.5,32,6.6,7.61134771740362,2.83321334405622,4.43223022664046
"1337",4.47733681447821,9.13205445357764,6.33682573114644,7.41276401742656,4,1.09861228866811,0,2,0,2,35,6.4,7.41276401742656,5.35658627467201,4.41306176324072
"1338",5.03695260241363,8.32336569443608,0,6.5424719605068,2,0.693147180559945,0,0,0,1,56,6,6.5424719605068,3.04452243772342,4.34065208853519
"1339",4.56434819146784,9.50680873170858,0,7.52940645783701,3,0.693147180559945,0,2,4.99043258677874,3.5,4,7.2,7.84854348245668,4.52178857704904,4.37064326853508
"1340",4.79579054559674,9.16544760308545,0,6.76272950693188,3,0.693147180559945,0,1,0,1,34,7.2,7.11069612297883,0,4.66328493251958
"1341",4.26267987704132,9.02340820262454,0,6.7719355558396,3,0.693147180559945,0,4,0,1,36,6.2,6.7719355558396,0,4.95621462946839
"1342",4.20469261939097,9.52485909838152,0,7.01660968389422,3,0.693147180559945,0,2,0,2,4,6.6,7.56475701290573,4.36944785246702,4.39930390524528
"1343",4.26267987704132,9.14590851181679,5.01063529409626,7.68248244653451,3,0.693147180559945,1,2,5.26269018890489,2.5,5,7.4,7.68248244653451,4.47733681447821,4.6667175506606
"1344",4.06044301054642,8.93049418529218,0,7.5569505720129,3,0.693147180559945,1,2,0,1.5,59,6.8,7.5569505720129,0,4.53822696371051
"1345",4.45434729625351,9.31506068274659,0,7.2841348061952,3,0.693147180559945,1,2,0,2.5,1,7.2,7.2841348061952,0,4.68240464314111
"1346",3.93182563272433,8.69968140098951,0,6.86797440897029,2,0.693147180559945,0,1,0,1,57,6,7.09920174355309,5.12989871492307,4.50722016122075
"1347",4.39444915467244,9.94184250641259,0,7.67647364638916,3,0.693147180559945,1,2,0,2,3,7.2,7.83280751652486,5.91620206260743,4.65515341992372
"1348",4.54329478227,9.63606551909171,4.61512051684126,7.48268182815465,3,0.693147180559945,1,3,0,3,0,7.4,7.52671756135271,0,5.03518421820301
"1349",4.21950770517611,9.6925813188864,0,7.30988148582479,3,0.693147180559945,1,2,5.99893656194668,3,9,7.2,7.98548435673382,3.25809653802148,4.30681737798102
"1350",3.93182563272433,8.56617381363786,0,7.76599307940768,4,0.693147180559945,0,0,0,2,21,7.4,7.94555542825349,4.31748811353631,3.78944286902013
"1351",4.52178857704904,9.36254630486551,5.91079664404053,7.87663846097546,6,1.09861228866811,0,4,0,4.5,40,6.4,8.05038445306702,0,4.17155571586092
"1352",4.26267987704132,9.13216259091216,5.76519110278484,7.44833386089748,4,0.693147180559945,1,2,0,1.5,46,6.8,7.61874237767041,5.32300997913841,4.44299806727961
"1353",3.93182563272433,8.69968140098951,0,7.07072410726028,2,0.693147180559945,0,2,5.35185813347607,1,9,7.8,7.07072410726028,0,4.75109470370531
"1354",4.04305126783455,9.59703032475801,6.36302810354046,8.08301991917133,4,0.693147180559945,1,3,5.64897423816121,3.5,14,7.4,8.30770596654951,4.46590811865458,4.62629235207224
"1355",4.26267987704132,9.24154829910038,0,7.53155238140729,3,0.693147180559945,1,3,0,3.5,8,7.2,7.86365126544865,5.22035582507832,4.51507714246105
"1356",4.63472898822964,9.22945648916841,4.969813299576,7.56060116276856,4,0.693147180559945,1,2,0,3,14,7,7.56060116276856,4.59511985013459,4.49470406629456
"1357",4.30406509320417,9.15672860252753,4.18965474202643,6.7945865808765,3,0.693147180559945,0,1,0,1,42,6.4,7.11720550316434,0,4.50297924509154
"1358",4.30406509320417,9.43651931183391,0,6.98378996525813,3,0.693147180559945,1,2,0,2.5,2,6.6,7.50273821075485,0,4.42755277909892
"1359",4.29728540621879,7.65822752616135,5.37989735354046,7.36137542897735,3,0.693147180559945,0,2,0,2.5,10,7,7.57660976697304,3.49650756146648,4.52156012852001
"1360",4.86753445045558,9.72543686259282,4.20469261939097,7.59135704669855,3,0.693147180559945,1,3,5.27299955856375,3,1,7.6,8.13973227971767,3.8286413964891,4.5317080064775
"1361",3.95124371858143,9.19451582162921,0,7.86403565907245,4,0.693147180559945,0,2,5.21493575760899,3.5,10,6.6,7.86403565907245,5.71042701737487,4.29951909826331
"1362",4.8283137373023,9.69023244897225,2.83321334405622,7.33367639565768,3,0.693147180559945,1,2,5.12989871492307,3,4,7.2,7.9391588179568,3.61091791264422,4.54036153802243
"1363",4.30406509320417,9.43460329655831,0,7.46106551435428,4,0.693147180559945,1,1,4.02535169073515,2,2,6.4,7.46106551435428,0,4.11670489416271
"1364",4.30406509320417,9.04782144247841,0,7.25347038268453,3,0.693147180559945,1,2,0,2.5,0,6.6,7.25347038268453,3.61091791264422,4.71976274244738
"1366",4.29728540621879,8.92279162396964,0,7.42356844425917,3,0.693147180559945,0,2,0,3.5,10,7.2,7.69984240739699,4.57471097850338,4.59381002626974
"1368",3.73766961828337,7.88833450073865,0,7.29709100516042,4,0.693147180559945,1,1,4.65396035015752,2,29,6.6,7.69484807238461,3.29583686600433,4.07469310746963
"1369",4.26267987704132,8.39750834847026,5.14166355650266,6.74405918631135,1,0.693147180559945,0,2,4.94875989037817,2,5,7,7.3356339819272,0,4.55317626512941
"1370",3.89182029811063,9.27199975236291,5.14749447681345,7.41997992366183,3,0.693147180559945,1,2,0,3,7,7.4,8.01002752848173,5.57215403217776,4.3576879876695
"1371",4.51085950651685,8.59433940059289,0,7.22620901010067,2,0.693147180559945,0,1,0,1,59,6,7.49276030092238,5.29330482472449,4.08645398153607
"1372",4.39444915467244,9.16962253869762,0,7.41577697541539,3,0.693147180559945,1,1,0,2,12,6.8,7.82124208352356,5.33271879326537,4.21083075829661
"1373",4.33073334028633,9.18512512283512,0,7.64873978895624,3,0.693147180559945,1,2,5.53733426701854,3.5,8,7,8.03040956213048,5.14166355650266,4.5030307502261
"1374",4.49980967033027,9.34145634983372,6.55961523749324,7.87625888230323,2,0.693147180559945,2,3,5.75257263882563,3.5,5,8.2,8.2728260036504,4.94875989037817,4.78879995438835
"1375",4.45434729625351,9.27105910701089,0,7.58018941794454,3,0.693147180559945,1,3,5.04342511691925,2.5,3,7.2,7.58018941794454,5.35185813347607,4.85733886284601
"1376",4.49980967033027,9.30492301446213,4.39444915467244,7.36010397298915,3,0.693147180559945,1,3,4.61512051684126,2,0,7.4,7.36010397298915,3.61091791264422,5.0313029049992
"1377",3.97029191355212,8.74719318352693,0,6.67329796776765,2,0.693147180559945,0,1,0,1,58,6.6,7.06902342657826,4.95582705760126,4.36326137372679
"1378",4.11087386417331,9.30555963855712,0,7.38087903556412,3,0.693147180559945,0,2,0,2,49,6.11428571428571,7.79688034278352,4.23410650459726,3.89403320764737
"1379",3.09104245335832,7.57763383260273,6.0137151560428,6.89568269774787,2,0.693147180559945,0,1,4.29045944114839,1.5,33,6.6,7.16780918431644,0,4.17505181636714
"1380",4.30406509320417,9.18358563466736,0,7.24064969425547,3,0.693147180559945,0,2,4.61512051684126,2.5,1,6.4,7.24064969425547,0,4.79709398686574
"1381",3.8286413964891,9.01347354374019,0,6.76272950693188,2,0.693147180559945,0,1,0,2,60,5.2,6.97354301952014,4.57471097850338,4.0222507571329
"1382",4.30406509320417,9.46699606582284,0,7.65822752616135,4,0.693147180559945,2,2,0,2.5,38,7,8.00068478451475,3.76120011569356,4.39005102632747
"1383",4.11087386417331,8.88197518424887,0,7.47477218239787,4,0.693147180559945,0,2,3.61091791264422,2.5,56,7.2,7.47477218239787,5.40267738187228,4.50095669795317
"1384",4.29045944114839,10.1401394538751,0,7.25629723969068,3,0.693147180559945,0,2,0,2,0,7.2,7.25629723969068,4.72738781871234,4.3832264795438
"1385",4.11087386417331,9.11173476822206,0,7.13807303404435,2,0.693147180559945,0,1,0,1,59,6.6,7.28824440102012,0,4.28798275263921
"1386",3.71357206670431,8.60098271714592,0,7.05185562295589,3,0.693147180559945,0,1,0,2,3,7.2,7.54433210805369,4.57471097850338,4.21119780866179
"1387",4.39444915467244,9.72274474885539,5.22035582507832,7.93200315236138,5,0.693147180559945,2,2,0,4.5,28,6.8,8.30498958014036,6.31535800152233,4.14051655337032
"1389",3.76120011569356,9.60864658288587,5.08140436498446,7.46565531013406,3,0.693147180559945,2,3,5.30826769740121,3,2,8,8.02845516411425,3.68887945411394,4.82128583778934
"1390",4.11087386417331,8.69968140098951,0,7.10578612948127,3,0.693147180559945,1,2,0,1.5,57,7.2,7.37400185935016,0,4.42166525508348
"1391",4.26267987704132,9.11613957657736,5.50125821054473,7.3304052118444,3,0.693147180559945,0,2,5.39362754635236,3,6,7.2,7.98139158158007,3.61091791264422,4.39866101727459
"1392",4.18965474202643,9.09884999594282,0,7.36833968631138,4,1.09861228866811,0,3,0,2,42,5.54285714285714,7.36833968631138,5.03043792139244,4.37302156399222
"1393",4.23410650459726,8.96686655418872,0,6.80350525760834,3,0.693147180559945,1,1,5.17048399503815,2,39,6.4,7.4205789054108,4.97673374242057,4.31343758046911
"1394",4.11087386417331,9.28739400141847,0,7.55642796944025,3,1.09861228866811,1,2,0,2,8,7,7.55642796944025,5.47227067367148,4.45726218366523
"1395",3.98898404656427,8.30548401772769,3.8286413964891,7.31388683163346,2,0.693147180559945,1,3,5.08759633523238,3,0,7.2,7.85205020726589,3.04452243772342,4.57414119849527
"1396",4.48863636973214,9.44667651707638,5.50533153593236,7.81722278550817,4,0.693147180559945,1,3,4.97673374242057,2.5,1,7.4,7.81722278550817,3.68887945411394,4.73883503062611
"1397",4.4188406077966,10.9543266597326,0,7.4312996751559,3,0.693147180559945,2,2,0,2,60,5.82857142857143,7.77275271646874,3.93182563272433,4.2253260202008
"1398",3.95124371858143,8.71948076085107,0,7.32251043399739,4,0.693147180559945,0,1,3.2188758248682,1.5,3,7,7.32251043399739,5.01727983681492,4.52047301913112
"1399",4.11087386417331,8.88197518424887,0,7.5522372875608,3,0.693147180559945,0,1,0,2.5,27,5.62857142857143,7.79852305362521,5.12989871492307,4.05439451913298
"1400",3.95124371858143,8.72777821348305,0,7.38336814699238,3,0.693147180559945,1,1,4.99721227376411,2.5,19,6.8,7.53529670244409,2.83321334405622,4.30978042278007
"1401",3.93182563272433,8.69968140098951,0,7.05531284333975,3,0.693147180559945,1,1,0,1,58,7,7.05531284333975,4.72738781871234,4.65040109977394
"1402",4.14313472639153,8.91139510724569,0,7.37400185935016,3,0.693147180559945,1,2,4.61512051684126,3.5,4,6.6,7.76344638872736,4.33073334028633,4.41953702944659
"1403",4.17438726989564,8.81922185757494,0,7.16626597413364,2,0.693147180559945,1,2,5.12989871492307,2,0,7.2,7.16626597413364,4.02535169073515,5.0161481486611
"1404",3.91202300542815,9.6327936931132,4.44265125649032,7.28961052145117,3,0.693147180559945,0,3,5.12989871492307,3,0,7.4,7.78072088611792,5.08140436498446,4.78104602414668
"1406",3.80666248977032,8.25400859056484,5.16478597392351,7.40671073017764,2,0.693147180559945,1,2,4.85981240436167,3.5,3,7.4,8.01301211036892,5.34233425196481,4.52276380595424
"1407",4.26267987704132,9.04144823549389,0,6.64509096950564,2,0.693147180559945,0,2,4.07753744390572,2,2,6.8,7.26192709270275,0,4.54752917058586
"1408",4.31748811353631,9.08034557536,0,6.72623340235875,3,0.693147180559945,0,0,0,2,24,6.4,7.28550654852279,0,4.35436709079893
"1409",4.11087386417331,8.95428615720471,0,7.21817683840341,3,0.693147180559945,0,2,0,1,60,6.6,7.21817683840341,5.12989871492307,4.53341961132778
"1410",3.85014760171006,9.93037288131751,4.82028156560504,7.64683139143048,3,0.693147180559945,1,2,5.89989735358249,2.5,17,7.4,7.64683139143048,4.15888308335967,4.64172738969466
"1411",4.38202663467388,9.42714386754419,0,7.51806418123308,3,0.693147180559945,0,2,0,3.5,8,7.2,7.82684209815829,3.8286413964891,4.53022817467217
"1412",4.39444915467244,9.16962253869762,0,7.41997992366183,3,0.693147180559945,0,1,0,1.5,4,7.31428571428571,7.48941208350872,0,4.37323530753157
"1413",4.11087386417331,8.88197518424887,0,6.94793706861497,2,1.09861228866811,0,2,0,2,59,6.2,6.94793706861497,0,4.47207825722474
"1415",4.17438726989564,9.47684987919516,0,7.52240023138712,4,0.693147180559945,1,2,0,1.5,8,7,7.52240023138712,5.39816270151775,4.72750274142694
"1417",4.11087386417331,9.33617975681533,0,7.7367436824535,4,1.09861228866811,0,2,0,2,60,6.4,7.7367436824535,4.74493212836325,3.99808050695361
"1418",4.49980967033027,9.71389965975013,6.59578051396131,7.80425138352811,3,0.693147180559945,1,3,0,3.5,11,7.4,8.08085641964099,4.84418708645859,4.66561200303259
"1419",4.27666611901606,9.12750209366718,0,7.04315991598834,3,0.693147180559945,0,1,0,2.5,45,6.4,7.62168499872461,4.48863636973214,4.1231673670191
"1420",4.26267987704132,9.70393845007555,5.74620319054015,7.52023455647463,3,0.693147180559945,1,2,0,3,37,7.4,7.9912539298402,5.66988092298052,4.33717125462305
