"","LotFrontage","LotArea","Street","LotShape","LandSlope","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","MiscVal","YrSold","SalePrice"
"1480",110,14300,1,4,1,9,5,2003,2004,1095,5,3,5,3,4,6,1373,1,0,1473,2846,5,1,2696,0,0,2696,1,0,2,1,3,1,5,10,7,2,4,2003,3,3,958,3,3,2,220,150,0,0,0,0,0,0,2010,NA
"1481",105,13650,1,4,2,8,5,2002,2002,232,4,3,4,3,4,6,578,1,0,1093,1671,5,1,1687,563,0,2250,1,0,2,1,3,1,4,7,7,1,5,2002,3,3,756,3,3,2,238,130,0,0,0,0,0,0,2010,NA
"1482",41,7132,1,3,2,8,5,2006,2006,178,4,3,4,3,2,6,24,1,0,1346,1370,5,1,1370,0,0,1370,0,0,2,0,2,1,4,6,7,1,4,2006,2,2,484,3,3,2,120,49,0,0,0,0,0,0,2010,NA
"1483",100,18494,1,3,2,6,5,2005,2005,0,4,3,4,3,1,1,0,1,0,1324,1324,5,1,1324,0,0,1324,0,0,2,0,3,1,4,6,7,0,0,2005,3,2,430,3,3,2,36,23,0,0,0,0,0,0,2010,NA
"1484",43,3203,1,4,2,7,5,2006,2006,14,4,3,4,3,3,6,16,1,0,1129,1145,5,1,1145,0,0,1145,0,0,2,0,2,1,4,6,7,0,0,2006,3,2,437,3,3,2,100,116,0,0,0,0,0,0,2010,NA
"1485",67,13300,1,3,2,7,5,2004,2004,0,4,3,4,3,1,6,326,1,0,58,384,5,1,744,630,0,1374,1,0,2,1,3,1,4,7,7,1,4,2004,3,2,400,3,3,2,100,0,0,0,0,0,0,0,2010,NA
"1486",63,8577,1,3,2,7,5,2004,2004,0,4,3,4,3,1,1,0,1,0,847,847,5,1,847,886,0,1733,0,0,2,1,3,1,4,7,7,1,4,2004,3,2,433,3,3,2,144,48,0,0,0,0,0,0,2010,NA
"1487",60,17433,1,2,2,8,5,1998,1998,114,4,3,5,3,1,1,0,1,0,1629,1629,5,1,1645,830,0,2475,0,0,2,1,4,1,4,7,7,1,3,1998,3,3,962,3,3,2,23,172,0,0,256,0,0,0,2010,NA
"1488",73,8987,1,4,2,8,5,2005,2006,226,4,3,4,3,1,1,0,1,0,1595,1595,5,1,1595,0,0,1595,0,0,2,0,2,1,4,6,7,1,4,2005,2,3,880,3,3,2,144,0,0,0,0,0,0,0,2010,NA
"1489",92,9215,1,4,2,7,5,2009,2010,0,4,3,4,3,1,1,0,1,0,1218,1218,5,1,1218,0,0,1218,0,0,2,0,2,1,4,4,7,0,0,2009,2,2,676,3,3,2,0,136,0,0,0,0,0,0,2010,NA
"1490",84,10440,1,4,2,6,5,2005,2005,0,4,3,5,3,1,6,1414,1,0,54,1468,5,1,1468,0,0,1468,1,0,2,0,2,1,4,6,7,1,4,2005,3,2,528,3,3,2,0,102,0,0,216,0,0,0,2010,NA
"1491",70,11920,1,4,2,7,5,2004,2004,122,4,3,4,3,3,1,0,1,0,831,831,5,1,831,828,0,1659,0,0,2,1,3,1,4,8,7,0,0,2004,2,2,484,3,3,2,144,68,0,0,0,0,0,0,2010,NA
"1492",70,9800,1,4,2,5,5,1920,1950,0,3,2,3,3,1,1,0,1,0,816,816,3,0,1012,0,0,1012,0,0,1,0,2,1,3,5,7,0,0,1920,1,1,429,3,3,2,121,0,80,0,0,0,0,0,2010,NA
"1493",39,15410,1,3,2,6,6,1974,2002,250,3,4,3,3,4,4,126,6,859,223,1208,5,1,1494,0,0,1494,1,0,2,0,3,1,3,7,7,2,2,1974,3,2,461,3,3,2,296,0,186,0,0,0,0,0,2010,NA
"1494",85,13143,1,3,2,8,5,1993,1993,504,4,3,4,3,1,2,250,6,981,0,1231,5,1,1251,1098,0,2349,1,0,2,1,4,1,4,9,7,1,3,1993,2,3,762,3,3,2,32,130,0,0,0,0,0,0,2010,NA
"1495",88,11134,1,4,2,8,5,1992,1993,180,4,3,4,3,1,6,1129,1,0,261,1390,5,1,1402,823,0,2225,1,0,2,1,4,1,4,7,7,1,3,1992,2,3,713,3,3,2,198,30,0,0,0,0,0,0,2010,NA
"1496",25,4835,1,3,2,7,5,2004,2005,0,4,3,5,3,3,6,1298,1,0,190,1488,5,1,1488,0,0,1488,1,0,2,0,2,1,4,6,7,1,4,2004,3,2,506,3,3,2,168,50,0,0,0,0,0,0,2010,NA
"1497",39,3515,1,4,2,7,5,2004,2004,0,4,3,4,3,1,1,0,1,0,840,840,5,1,840,840,0,1680,0,0,2,1,2,1,4,3,7,0,0,2004,2,2,588,3,3,2,0,111,0,0,0,0,0,0,2010,NA
"1498",30,3215,1,4,2,7,5,2004,2004,120,4,3,4,3,3,6,280,1,0,320,600,5,1,600,600,0,1200,0,0,2,1,2,1,4,4,7,0,0,2004,2,2,480,3,3,2,0,172,0,0,0,0,0,0,2010,NA
"1499",24,2544,1,4,2,7,5,2004,2005,0,4,3,4,3,1,6,368,5,42,190,600,5,1,600,600,0,1200,1,0,2,1,2,1,4,4,7,0,0,2004,2,2,480,3,3,2,0,172,0,0,0,0,0,0,2010,NA
"1500",24,2544,1,4,2,6,5,2005,2005,216,4,3,4,3,1,6,376,1,0,224,600,5,1,600,636,0,1236,1,0,2,1,2,1,4,4,7,0,0,2005,2,2,480,3,3,2,0,166,0,0,0,0,0,0,2010,NA
"1501",72,2980,1,4,2,6,5,2000,2000,1159,4,3,4,3,1,6,466,1,0,290,756,5,1,756,756,0,1512,1,0,2,1,2,1,4,5,7,0,0,2000,1,2,440,3,3,2,0,32,0,0,0,0,0,0,2010,NA
"1502",72,2403,1,3,2,7,5,2003,2003,0,4,3,4,3,1,6,244,1,0,286,530,5,1,530,550,0,1080,0,0,2,1,2,1,4,4,7,0,0,2003,2,2,496,3,3,2,0,50,0,0,0,0,0,0,2010,NA
"1503",57,12853,1,3,2,8,5,2010,2010,0,4,3,5,1,1,6,1032,1,0,610,1642,5,1,1418,0,0,1418,1,0,1,1,1,1,4,6,7,1,4,2010,2,3,852,3,3,2,160,192,0,224,0,0,0,0,2010,NA
"1504",68,7379,1,3,2,8,5,2000,2000,0,4,3,4,3,1,6,484,1,0,491,975,5,1,975,873,0,1848,1,0,2,1,3,1,4,7,7,1,3,2000,2,2,592,3,3,2,280,184,0,0,0,0,0,0,2010,NA
"1505",80,8000,1,4,2,7,5,2002,2002,0,4,3,4,3,1,6,833,1,0,659,1492,5,1,1492,0,0,1492,1,0,2,0,3,1,4,6,7,1,4,2002,2,2,596,3,3,2,277,137,0,0,0,0,0,0,2010,NA
"1506",80,10456,1,3,2,6,6,1967,1967,120,3,3,3,3,1,6,506,1,0,1323,1829,4,1,1829,0,0,1829,1,0,2,0,4,1,3,8,7,0,0,1967,2,2,535,3,3,2,0,76,0,0,0,0,0,0,2010,NA
"1507",80,10791,1,4,2,6,5,1993,1993,0,3,3,4,3,2,6,1137,1,0,143,1280,5,1,1280,1215,0,2495,1,0,2,1,4,1,4,9,7,1,3,1993,1,2,660,3,3,2,224,32,0,0,0,0,0,0,2010,NA
"1508",80,18837,1,3,2,6,5,1978,1978,0,3,3,4,3,2,5,687,2,46,491,1224,3,1,1287,604,0,1891,0,1,3,0,3,1,3,7,7,1,3,1978,2,2,678,3,3,2,0,69,0,0,0,0,0,0,2010,NA
"1509",80,9600,1,4,2,6,6,1971,1971,0,3,3,3,3,1,5,329,1,0,386,715,3,1,930,715,0,1645,0,0,1,2,4,1,3,7,7,0,0,1971,2,2,441,3,3,2,0,78,0,0,0,0,0,0,2010,NA
"1510",80,9600,1,4,2,5,5,1966,1966,172,3,3,3,3,1,3,698,1,0,534,1232,3,1,1232,0,0,1232,1,0,1,1,3,1,3,6,7,0,0,1966,2,2,490,3,3,2,0,224,0,0,0,0,0,0,2010,NA
"1511",90,9900,1,4,2,5,5,1966,1966,0,3,3,4,3,1,4,1059,1,0,150,1209,4,1,1209,0,0,1209,1,0,1,0,3,1,3,6,7,0,0,1966,2,2,504,3,3,2,0,0,120,0,0,0,0,0,2010,NA
"1512",88,9680,1,4,2,5,6,1967,1967,268,3,3,3,3,1,4,1010,1,0,500,1510,5,1,1510,0,0,1510,1,0,2,0,3,1,4,6,7,0,0,1967,2,2,517,3,3,2,0,40,0,0,204,0,0,0,2010,NA
"1513",73,10600,1,3,2,6,5,1964,1964,0,3,3,3,3,1,1,0,1,0,533,533,3,1,1131,644,0,1775,0,0,2,0,3,1,3,8,7,0,0,1964,1,2,480,3,3,2,0,172,0,0,0,0,0,0,2010,NA
"1514",98,13260,1,3,2,5,6,1962,2001,144,3,3,3,3,1,4,1500,1,0,228,1728,3,1,1728,0,0,1728,2,0,2,0,6,2,3,10,7,0,0,1962,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2010,NA
"1515",68,9724,1,4,2,5,7,1952,2002,265,4,3,3,3,1,2,670,1,0,470,1140,4,1,1929,532,0,2461,0,0,2,0,3,1,3,7,6,2,4,1994,1,2,400,3,3,2,0,0,0,0,0,0,0,0,2010,NA
"1516",120,17360,1,4,2,6,6,1949,1950,340,3,4,3,3,1,3,300,1,0,482,782,3,1,1019,537,0,1556,0,0,2,0,3,1,3,6,7,1,4,1949,1,2,470,3,3,2,0,0,150,0,0,0,0,0,2010,NA
"1517",75,11380,1,3,2,6,8,1966,2008,216,3,3,3,3,4,6,944,1,0,136,1080,4,1,1128,0,0,1128,1,0,1,0,2,1,4,5,7,1,4,1966,1,1,315,3,3,2,238,0,0,0,0,0,0,1500,2010,NA
"1518",70,8267,1,4,2,5,5,1958,1958,0,3,3,3,3,1,1,0,1,0,1604,1604,3,1,1604,0,0,1604,0,0,2,0,4,2,3,8,7,0,0,1958,1,2,576,3,3,2,42,0,0,0,0,0,0,0,2010,NA
"1519",70,8197,1,4,2,7,5,2003,2009,506,4,3,4,3,1,6,1188,1,0,292,1480,5,1,1480,0,0,1480,1,0,2,0,3,1,4,7,7,0,0,2003,2,2,620,3,3,2,252,73,0,0,0,0,0,300,2010,NA
"1520",73,8050,1,3,2,5,5,1959,1959,150,3,3,3,3,1,4,856,3,162,125,1143,3,1,1143,0,0,1143,1,0,1,0,3,1,3,6,7,0,0,1959,2,1,308,3,3,2,0,0,0,0,0,0,0,0,2010,NA
"1521",87,10725,1,3,2,5,5,1959,1959,91,3,3,3,3,1,3,936,1,0,270,1206,2,1,1206,0,0,1206,0,0,1,0,3,1,3,6,7,0,0,1959,2,1,312,3,3,2,0,21,0,0,0,0,0,0,2010,NA
"1522",80,10032,1,4,2,6,5,1959,1959,432,3,3,3,3,1,3,734,1,0,510,1244,5,1,1580,0,0,1580,1,0,1,1,3,1,3,6,7,2,4,1956,1,2,440,3,3,2,0,28,0,0,160,0,0,0,2010,NA
"1523",60,8382,1,4,2,4,5,1956,1956,0,3,3,3,3,1,1,0,1,0,832,832,3,1,832,505,0,1337,0,0,1,0,3,1,3,5,7,0,0,1956,1,1,263,3,3,2,0,0,0,0,0,0,0,0,2010,NA
"1524",60,10950,1,4,2,5,7,1952,1952,0,3,3,3,3,1,4,339,1,0,525,864,3,1,1064,0,0,1064,0,1,1,0,2,1,2,4,7,0,0,1952,1,1,318,3,3,2,0,0,0,0,0,0,0,0,2010,NA
"1525",119,10895,1,4,2,5,6,1955,1955,0,3,4,3,3,1,3,648,1,0,324,972,3,1,972,0,0,972,0,0,1,0,3,1,3,5,7,0,0,1955,1,1,305,3,3,2,0,0,205,0,0,0,0,0,2010,NA
"1526",70,13587,1,4,2,5,5,1958,1958,0,3,3,3,3,3,3,532,1,0,456,988,3,1,988,0,0,988,1,0,1,0,2,1,3,5,7,0,0,1958,1,1,264,3,3,2,0,0,0,0,0,0,0,0,2010,NA
"1527",65,7898,1,4,2,4,7,1920,1994,0,3,3,3,3,1,1,0,1,0,576,576,4,1,985,0,0,985,0,1,1,0,2,1,3,4,7,0,0,1989,1,2,676,3,3,0,0,0,0,0,0,0,0,0,2010,NA
"1528",60,8064,1,4,2,6,8,1948,2004,0,3,3,3,3,1,5,481,3,174,161,816,3,1,816,408,0,1224,1,0,1,0,3,1,3,5,7,0,0,1950,1,1,280,3,3,2,414,0,0,0,0,0,0,0,2010,NA
"1529",81,7635,1,3,2,5,6,1960,1960,0,3,3,3,3,1,3,588,2,350,237,1175,5,1,1175,0,0,1175,0,0,1,1,3,1,3,6,7,0,0,1960,2,2,484,3,3,2,0,0,0,0,0,0,0,0,2010,NA
"1530",80,9760,1,4,1,6,7,1963,1984,218,3,3,3,3,4,4,717,2,263,415,1395,3,1,1395,0,0,1395,1,0,1,0,2,1,3,7,5,1,3,1963,2,2,440,3,3,2,657,0,113,0,240,0,0,0,2010,NA
"1531",60,4800,1,4,2,4,5,1900,1954,771,3,3,3,3,1,5,48,1,0,661,709,3,1,1157,687,0,1844,1,0,1,0,3,1,3,9,6,2,4,1900,1,1,240,3,3,2,84,0,0,0,0,0,0,0,2010,NA
"1532",56,4485,1,4,2,5,7,1920,1950,0,3,3,3,3,1,4,579,1,0,357,936,3,1,936,0,0,936,1,0,1,0,2,1,3,5,7,1,4,1920,0,0,0,0,0,1,51,0,135,0,0,0,0,0,2010,NA
"1533",69,5805,1,4,1,5,7,1957,1957,0,3,3,3,3,2,4,274,3,1073,0,1347,4,1,1347,0,0,1347,1,1,1,0,3,1,4,6,7,0,0,1957,1,2,551,3,3,2,0,0,0,0,0,0,0,0,2010,NA
"1534",50,6900,1,4,2,6,7,1938,2000,0,3,3,4,3,1,1,0,1,0,827,827,4,1,827,424,0,1251,0,0,1,0,3,1,2,6,7,0,0,1938,1,1,240,2,3,0,0,0,0,0,0,0,0,0,2010,NA
"1535",69,11851,1,4,2,5,7,1948,2009,0,3,4,3,3,1,4,780,1,0,247,1027,5,1,1027,606,0,1633,0,0,1,0,3,1,4,7,7,1,4,1948,1,1,240,3,3,2,0,100,126,0,0,0,0,0,2010,NA
"1536",60,8239,1,4,2,5,6,1920,1962,0,3,3,3,3,1,3,176,1,0,832,1008,3,1,1060,185,0,1245,0,0,1,0,3,1,3,6,7,0,0,1962,1,1,315,3,3,2,0,0,334,0,0,0,0,0,2010,NA
"1537",68,9656,1,4,2,2,2,1923,1970,0,3,2,2,2,1,1,0,1,0,678,678,3,0,832,0,0,832,0,0,1,0,2,1,3,5,7,1,4,1928,1,2,780,2,2,0,0,0,0,0,0,0,0,0,2010,NA
"1538",60,9600,1,4,2,8,9,1900,2003,0,4,4,3,3,1,1,0,1,0,930,930,3,0,930,636,0,1566,0,0,2,0,3,1,4,7,7,0,0,1930,1,1,288,3,3,2,54,228,246,0,0,0,0,0,2010,NA
"1539",50,9000,1,4,2,8,9,1890,2002,0,4,4,2,2,1,1,0,1,0,346,346,5,1,1157,1111,0,2268,0,0,3,0,3,1,4,7,7,0,0,2003,1,2,624,3,3,0,0,108,0,0,0,0,0,0,2010,NA
"1540",100,9045,1,4,2,5,3,1910,1950,0,3,2,3,3,2,1,0,1,0,840,840,2,0,1128,1128,0,2256,0,0,2,0,4,2,2,12,7,0,0,1910,0,0,0,0,0,0,0,18,18,0,0,0,0,0,2010,NA
"1541",60,10560,1,4,2,6,7,1922,1994,0,3,3,2,3,1,3,283,1,0,455,738,5,1,868,602,0,1470,0,0,1,1,2,1,3,6,5,0,0,1970,1,2,624,3,3,2,0,0,0,0,0,0,0,0,2010,NA
"1542",53,5830,1,4,2,5,6,1950,1997,0,3,4,3,3,1,3,788,1,0,200,988,5,1,1030,582,0,1612,0,0,1,1,3,1,3,7,7,0,0,1950,1,1,363,3,3,2,0,0,0,0,0,0,0,0,2010,NA
"1543",51,7793,1,3,2,7,7,1922,2005,0,3,3,4,3,1,4,474,1,0,634,1108,3,0,1160,908,0,2068,0,0,1,1,3,1,4,8,7,1,4,1928,1,1,315,3,3,2,0,0,60,0,0,0,0,0,2010,NA
"1544",50,5000,1,4,2,4,7,1925,1950,0,3,3,3,3,1,3,188,1,0,577,765,3,0,765,0,0,765,1,0,1,0,2,1,4,4,7,0,0,1926,1,1,200,2,3,1,135,0,41,0,0,0,0,0,2010,NA
"1545",50,6000,1,4,2,6,7,1939,1950,0,3,3,3,4,1,4,452,2,12,144,608,3,1,608,524,0,1132,1,0,1,0,2,1,3,5,7,0,0,1939,1,1,240,3,3,2,0,0,128,0,0,0,0,0,2010,NA
"1546",50,6000,1,4,2,6,6,1940,1950,0,3,4,3,3,1,2,264,1,0,308,572,5,1,848,348,0,1196,0,1,1,1,3,1,3,6,7,2,4,1973,1,2,576,3,3,2,0,0,0,0,0,0,0,0,2010,NA
"1547",53,6360,1,4,2,5,6,1942,1950,300,3,3,3,3,1,3,360,2,159,316,835,3,1,955,498,0,1453,0,0,1,1,3,1,4,7,6,2,2,1942,1,1,240,3,3,2,0,0,35,0,148,0,0,0,2010,NA
"1548",50,6000,1,4,2,6,7,1948,1950,0,3,3,3,3,1,3,300,1,0,480,780,3,1,780,636,0,1416,0,0,1,1,3,1,3,6,7,0,0,1948,1,1,312,3,3,1,221,0,48,0,0,0,0,0,2010,NA
"1549",52,6240,1,4,2,5,7,1936,1980,0,3,3,3,2,1,3,276,1,0,252,528,4,1,548,492,0,1040,0,0,1,0,2,1,3,5,7,0,0,1979,3,2,624,3,3,1,306,0,32,0,0,0,0,0,2010,NA
"1550",52,6240,1,4,2,5,5,1930,1950,0,3,3,3,3,1,2,448,1,0,480,928,3,1,928,608,0,1536,0,0,2,0,4,1,3,7,7,1,4,1930,1,2,480,3,3,2,0,10,0,0,0,0,0,0,2010,NA
"1551",51,6120,1,4,2,6,5,1923,1950,0,3,3,2,2,1,5,960,1,0,164,1124,3,1,1068,0,0,1068,1,0,1,0,2,1,3,5,7,1,4,1923,1,1,288,3,3,2,0,0,128,0,0,0,0,0,2010,NA
"1552",57,8094,1,4,2,4,5,1915,1950,0,3,2,3,3,1,1,0,1,0,888,888,5,1,888,1074,0,1962,0,0,1,1,4,1,3,9,7,1,3,1915,1,2,572,3,3,2,160,0,364,0,0,0,0,0,2010,NA
"1553",60,12900,1,4,2,6,8,1912,2009,0,4,4,3,3,1,1,0,1,0,780,780,5,1,780,780,0,1560,0,0,1,1,3,1,4,7,7,0,0,1912,0,0,0,0,0,0,344,0,0,0,168,0,0,0,2010,NA
"1554",52,3068,1,4,2,6,8,1920,1993,0,3,4,3,3,1,1,0,1,0,662,662,5,1,662,662,0,1324,0,1,1,0,3,1,3,6,7,0,0,1920,1,1,180,3,3,2,0,0,112,0,0,0,0,0,2010,NA
"1555",100,15263,1,3,2,5,5,1959,1959,90,3,3,4,3,1,3,766,1,0,656,1422,4,1,1675,0,0,1675,0,0,2,0,3,1,3,8,7,2,4,1959,1,1,365,3,3,2,0,132,0,0,0,0,0,0,2010,NA
"1556",72,10632,1,3,2,5,3,1917,1950,0,3,3,4,2,1,1,0,1,0,689,689,4,0,725,499,0,1224,0,0,1,1,3,1,3,6,4,0,0,1917,1,1,180,2,2,0,0,0,248,0,0,0,0,0,2010,NA
"1557",60,9900,1,4,2,5,4,1915,1950,0,2,2,3,3,1,3,1026,1,0,186,1212,3,0,1212,180,0,1392,1,0,1,0,3,1,3,6,7,0,0,1915,0,0,0,0,0,0,0,0,168,0,0,0,0,0,2010,NA
"1558",65,6001,1,3,1,6,5,1940,1950,0,3,3,2,3,1,2,368,1,0,232,600,5,0,600,319,0,919,0,0,1,0,3,1,3,5,7,0,0,1940,1,1,231,3,3,2,0,0,45,0,0,0,0,0,2010,NA
"1559",60,6449,1,3,2,4,1,1907,1950,0,3,3,3,3,1,3,73,1,0,634,707,3,0,942,942,0,1884,0,0,1,1,4,1,3,7,7,0,0,1907,0,0,0,0,0,0,0,0,239,0,0,0,0,0,2010,NA
"1560",60,6048,1,4,2,5,7,1910,1950,0,3,4,3,3,2,2,736,1,0,120,856,4,1,936,744,0,1680,1,0,2,0,2,2,3,7,7,1,4,1910,1,2,450,3,2,1,56,144,0,0,0,0,0,0,2010,NA
"1561",72,10773,1,4,2,4,3,1967,1967,72,2,2,3,3,1,5,704,1,0,1128,1832,3,0,1832,0,0,1832,2,0,2,0,4,2,3,8,7,0,0,1967,0,0,0,0,0,2,0,58,0,0,0,0,0,0,2010,NA
"1562",65,7800,1,4,2,5,7,1966,2008,47,3,3,3,3,2,4,240,3,474,150,864,5,1,892,0,0,892,1,0,1,0,3,1,4,5,7,0,0,1966,1,1,416,3,3,2,0,0,0,0,0,0,0,0,2010,NA
"1563",65,7832,1,4,2,5,5,1968,1968,0,3,3,3,3,1,6,775,1,0,89,864,5,1,864,0,0,864,1,0,1,0,2,1,3,4,7,0,0,1969,1,1,280,3,3,2,226,0,0,0,0,0,0,0,2010,NA
"1564",72,7424,1,3,2,5,5,1978,1978,0,3,3,4,3,3,6,1319,1,0,0,1319,3,1,1373,0,0,1373,1,0,1,0,3,1,3,5,7,2,3,1978,3,2,591,3,3,2,0,0,0,0,0,0,0,0,2010,NA
"1565",86,11227,1,4,2,5,5,1968,1968,0,3,4,3,4,1,3,267,5,453,0,720,5,1,720,720,0,1440,0,0,1,1,4,1,3,7,7,2,3,1968,1,2,480,3,3,2,192,38,0,0,0,0,0,0,2010,NA
"1566",80,20062,1,3,1,7,7,1977,2001,0,4,4,4,3,4,5,1092,1,0,328,1420,4,1,1483,0,0,1483,1,0,1,1,1,1,3,4,7,2,3,1977,2,2,690,3,3,2,496,0,0,0,0,0,0,0,2010,NA
"1567",94,9259,1,4,2,4,4,1927,1950,0,3,3,2,3,1,1,0,1,0,660,660,3,0,756,0,0,756,0,0,1,0,2,1,3,4,7,0,0,1945,1,2,440,3,3,0,80,0,0,0,0,0,0,0,2010,NA
"1568",80,17082,1,3,1,6,5,1978,1992,288,3,3,4,3,3,5,964,1,0,153,1117,5,1,1117,864,0,1981,1,0,2,1,4,1,4,8,7,1,3,1978,3,2,522,3,3,2,336,104,0,0,0,0,0,0,2010,NA
"1569",124,18600,1,4,2,3,4,1938,1990,0,3,3,3,3,2,4,288,2,684,0,972,3,1,1052,558,0,1610,0,1,2,0,4,1,2,8,7,1,4,1938,2,1,480,3,3,2,0,0,60,0,0,0,0,450,2010,NA
"1570",65,11479,1,4,2,6,7,1950,1987,0,3,3,3,3,1,6,104,3,387,172,663,5,1,1074,0,0,1074,1,0,1,0,3,1,4,6,7,1,3,1987,1,1,467,3,3,2,0,52,52,0,0,0,0,0,2010,NA
"1571",50,9350,1,4,2,4,6,1947,1979,0,3,3,3,2,1,2,192,1,0,564,756,5,1,1169,0,362,1531,0,0,1,0,3,1,3,8,7,1,3,1947,1,1,209,2,3,2,0,0,0,0,0,0,0,0,2010,NA
"1572",75,9525,1,4,2,5,7,1954,1998,0,3,3,3,3,3,4,954,1,0,218,1172,3,1,1172,0,0,1172,1,0,1,0,3,1,3,5,7,0,0,1954,3,1,366,3,3,2,240,0,0,0,0,0,0,0,2010,NA
"1573",44,17485,1,2,2,7,5,2009,2010,96,4,3,4,3,4,6,1346,1,0,162,1508,5,1,1508,0,0,1508,1,0,1,0,1,1,4,5,7,2,3,2009,2,2,572,3,3,2,0,0,0,0,0,0,0,0,2010,NA
"1574",65,11200,1,3,2,5,3,1964,1964,0,3,2,3,3,2,1,0,1,0,1250,1250,5,1,1298,0,0,1298,0,0,2,0,3,1,3,5,7,0,0,1964,1,2,504,3,2,0,0,144,0,0,0,0,0,0,2010,NA
"1575",83,11980,1,4,1,7,5,1987,1987,177,4,3,4,3,4,6,1433,1,0,0,1433,5,1,1433,0,0,1433,1,0,1,1,1,1,4,4,7,2,3,1987,2,2,528,4,4,2,0,278,0,0,266,0,0,0,2010,NA
"1576",87,12361,1,3,2,6,7,1993,1993,85,4,4,4,3,1,6,860,1,0,86,946,5,1,964,838,0,1802,0,1,2,1,3,1,4,8,7,1,4,2000,2,4,1017,3,3,2,450,92,0,0,0,0,0,0,2010,NA
"1577",64,7360,1,4,2,7,5,2010,2010,80,4,3,4,3,1,6,24,1,0,1198,1222,5,1,1222,0,0,1222,0,0,2,0,2,1,4,6,7,0,0,2009,2,2,615,3,3,2,0,54,0,0,0,0,0,0,2010,NA
"1578",82,14235,1,3,2,6,8,1900,1993,0,3,3,2,4,1,1,0,1,0,676,676,3,1,831,614,0,1445,0,0,2,0,3,1,3,6,7,0,0,1957,1,2,484,3,3,0,0,59,0,0,0,0,0,0,2010,NA
"1579",82,11105,1,4,2,5,5,1996,1996,0,3,4,4,2,3,6,870,1,0,0,870,4,1,965,0,0,965,1,0,1,0,2,1,3,4,7,0,0,1998,1,2,580,4,3,2,71,0,0,0,0,0,0,0,2010,NA
"1580",70,9337,1,3,2,7,5,1997,1998,0,3,3,4,3,1,5,353,1,0,525,878,5,1,892,800,0,1692,0,0,2,1,3,1,3,8,7,1,3,1997,2,2,513,3,3,2,0,39,0,0,0,0,0,0,2010,NA
"1581",38,15240,1,3,2,5,8,1977,2004,0,4,4,4,3,1,6,198,3,688,140,1026,5,1,1026,0,0,1026,1,0,1,1,3,1,3,5,7,0,0,1977,1,1,308,3,3,2,316,85,0,0,0,0,0,0,2010,NA
"1582",68,7480,1,4,2,5,6,1972,1972,0,3,3,3,3,3,5,480,1,0,396,876,3,1,876,0,0,876,1,0,1,0,3,1,3,5,7,0,0,1977,1,2,484,3,3,2,0,0,0,0,0,0,0,0,2010,NA
"1583",80,10389,1,4,2,8,5,2003,2003,320,4,3,4,3,1,6,1682,1,0,296,1978,5,1,1978,0,0,1978,1,0,2,1,3,1,4,8,7,1,4,2003,2,3,850,3,3,2,188,25,0,0,0,0,0,0,2010,NA
"1584",75,9375,1,4,2,7,5,1997,1997,0,4,3,4,3,1,1,0,1,0,1040,1040,5,1,1044,1054,0,2098,0,0,2,1,4,1,4,9,7,1,3,1997,3,2,621,3,3,2,331,38,0,0,0,0,0,0,2010,NA
"1585",70,4435,1,4,2,6,5,2003,2003,170,4,3,4,3,3,6,672,1,0,176,848,5,1,848,0,0,848,1,0,1,0,1,1,4,4,7,0,0,2003,3,2,420,3,3,2,140,0,0,0,0,0,0,0,2010,NA
"1586",67,8777,1,4,1,3,6,1945,2007,0,3,4,0,0,0,0,0,0,0,0,0,3,0,640,0,0,640,0,0,1,0,2,1,3,5,5,0,0,1945,1,1,240,3,3,0,0,0,0,0,0,0,0,0,2010,NA
"1587",68,8842,1,4,2,5,6,1954,1954,0,3,4,2,3,1,1,0,1,0,381,381,5,1,992,0,0,992,0,0,1,0,3,1,3,6,7,0,0,1954,1,1,319,3,3,2,60,0,56,0,0,0,0,0,2010,NA
"1588",60,10044,1,3,2,5,6,1968,1968,0,3,3,4,3,4,5,1070,1,0,126,1196,3,1,1196,0,0,1196,1,0,1,0,3,1,3,6,7,0,0,1968,2,1,336,3,3,2,257,0,168,0,0,0,0,0,2010,NA
"1589",89,11792,1,4,2,4,5,1948,1950,0,3,3,3,3,1,1,0,1,0,744,744,5,0,792,328,0,1120,0,0,1,0,2,1,2,5,7,0,0,1956,1,2,480,3,2,1,0,0,0,0,160,0,0,0,2010,NA
"1590",65,6305,1,4,2,6,6,1975,1975,0,3,3,3,3,3,5,528,1,0,480,1008,3,1,1096,0,0,1096,1,0,1,0,3,1,3,5,7,1,2,1975,1,1,352,3,3,2,0,0,0,0,0,0,0,0,2010,NA
